distrito_nro,escuela_nro,escuela,direccion,circuito_nro,seccion_nro,localidad,desde,hasta,cant_mesas,latitud,longitud
13,21415,1-030 ISAAC MELCHOR CHAVARRIA,LUIS CORREA 318,78,10,MEDRANO,3077,3085,9,,
13,21416,1-054 NICOLAS RODRIGUEZ PEÑA,CARRIL NUEVO S/N,79,10,RODRIGUEZ PEÑA,3086,3090,5,,
13,21417,1-019 GERVASIO A.POSADAS,REMEDIOS ESCALADA S/N,80,10,LOS BARRIALES,3091,3096,6,,
13,21680,1-251 PTE.M.T.DE ALVEAR,CL.BARRIALES S/N,80,10,LOS BARRIALES,3103,3105,3,,
13,21418,4-135 SAN MARTIN LABRADOR,T.BENEGAS S/N-BO.TAMARINDO,80,10,LOS BARRIALES,3097,3102,6,,
13,21419,1-427 TOMAS PRISCO,DEFENSA 265,81,10,LA COLONIA,3106,3113,8,,
13,21420,1-663 DOCENTES JUB.DEL ESTE,VELA S/N- BO.GRAN CAPITAN,81,10,LA COLONIA,3114,3123,10,,
13,21681,4-168 M.EUGENIA TROSSERO,PUBLICA 7 Y TICLE-BO.SAN GABRIEL,81,10,LA COLONIA,3124,3131,8,,
13,21422,1-205 RICARDO ALFREDO DAY,MARTÍN GARCIA S/N,82,10,MUNDO NUEVO,3132,3135,4,,
13,21682,1-206 DR.P.SERPES,CL.CENTRO Y CORIA,82,10,MUNDO NUEVO,3136,3140,5,,
13,21425,1-176 ALAS ARGENTINAS,CL.RETAMO S/N,83,10,PHILLIPS,3145,3147,3,,
13,21424,1-201 JOSE M.MOLINA,CL.RETAMO S/N,83,10,PHILLIPS,3141,3144,4,,
13,21430,1-007 BERNARDINO RIVADAVIA,SAN ISIDRO 791,84,11,RIVADAVIA,3192,3201,10,,
13,21429,1-059 FORMOSA,CHAÑAR S/N,84,11,RIVADAVIA,3148,3157,10,,
13,21427,1-441 C.DEL VALLE DE UBEDA,LAMADRID 1950,84,11,RIVADAVIA,3174,3182,9,,
13,21428,1-515 LEONOR FERREYRA,COLON S/N,84,11,RIVADAVIA,3208,3216,9,,
13,21737,1-690 MAESTRO A.DOÑA DEL RIO,LUZURIAGA 751,84,11,RIVADAVIA,3217,3223,7,,
13,21627,2-009 MARIA A.ZAPATA DE CATENA,A.AGUADO 601,84,11,RIVADAVIA,3202,3207,6,,
13,33101,4-094 FELIX PESCE SCARSO,BO.FORMOSA 1 y 2 1 AMERICO AMBRAHAM,84,11,RIVADAVIA,3183,3191,9,,
13,21691,PP-032 INST.CASA DE MARIA PRIM,GARGANTINI 41,84,11,RIVADAVIA,3167,3173,7,,
13,21690,PS-032 INST.CASA DE MARIA SEC.,SAN ISIDRO 1506,84,11,RIVADAVIA,3158,3166,9,,
13,21692,1-732 ANGELICA M.COMEGLIO,ALTE.BROWN S/N,85,11,SANTA MARIA DE ORO,3224,3230,7,,
13,21432,1-088 ALFONSO BERNAL,ALBARDON S/N,86,11,LOS ARBOLES,3231,3235,5,,
13,21560,4-096 MARIO A.SANCHEZ,LUIS CORREAS Y STA.MARIA DE ORO,86A,11,MEDRANO,3236,3240,5,,
13,21433,1-009 CORNELIO SAAVEDRA,RUTA PCIAL. 62,87,11,LA LIBERTAD,3241,3247,7,,
13,21435,1-107 GENOVEVA VILLANUEVA,OZAN S/N,88,11,REDUCCION DE ABAJO,3251,3252,2,,
13,21434,1-142 CESAR JOSE MUSSE,REDUCCION S/N,88,11,REDUCCION DE ABAJO,3248,3250,3,,
13,21437,1-058 HERIBERTO BAEZA,LA FLORIDA S/N,89,11,LOS CAMPAMENTOS,3262,3265,4,,
13,21436,1-179 BAUTISTA G.GARGANTINI,FANGIO S/N-BO.TITTARELLI,89,11,LOS CAMPAMENTOS,3253,3257,5,,
13,21693,4-192 PROF. ALICIA M. SAFFI,FANGIO Y GARGANTINI-BO.TITTARELLI,89,11,LOS CAMPAMENTOS,3258,3261,4,,
13,21438,1-180 FRAGATA LIBERTAD,SAN JUAN S/N,90,11,EL MIRADOR,3266,3271,6,,
13,21439,1-253 DOMINGO D ANGELO,LA FLORIDA S/N,90,11,EL MIRADOR,3272,3277,6,,
13,21443,1-022 VICENTE LOPEZ Y PLANES,DALMAU 48,91,12,TUNUYAN,3320,3329,10,,
13,21440,1-426 JOSE HERNANDEZ,JUAN B.JUSTO 290,91,12,TUNUYAN,3278,3287,10,,
13,21694,1-479 ANTONIO TORRES,GODOY CRUZ 1610,91,12,TUNUYAN,3307,3314,8,,
13,21739,4-075 PRUDENCIO VIDAL AMIEVA,SANTA FE Y SALTA,91,12,TUNUYAN,3349,3357,9,,
13,21702,4-107 EJERCITO ARGENTINO,25 DE NOVIEMBRE 1730,91,12,TUNUYAN,3339,3348,10,,
13,21628,4-173 PROF.A.F.DE PALERMO,9 DE JULIO Y SAN MARTIN,91,12,TUNUYAN,3298,3306,9,,
13,21444,9-004 GRAL.T.DE LUZURIAGA,9 DE JULIO Y ECHEVERRIA,91,12,TUNUYAN,3288,3297,10,,
13,21441,P-036 DEL NIÑO JESUS,SAN MARTIN 698,91,12,TUNUYAN,3330,3338,9,,
13,21442,PS-207 INST.COMERCIAL PIO X,ROCA 861,91,12,TUNUYAN,3315,3319,5,,
13,21445,1-067 ROSA I.TREBES DE TORRES,SAN MARTIN S/N,92,12,COLONIA LAS ROSAS,3358,3362,5,,
13,21446,1-197 DR.VENTURA GALLEGOS,RUTA PCIAL. 92-KM.83,92,12,COLONIA LAS ROSAS,3363,3368,6,,
13,21695,1-061 CNEL.PEDRO J.DIAZ,LENCINAS S/N,93,12,VISTA FLORES,3369,3376,8,,
13,21448,4-035 JULIA SILVA DE CEJAS,SAN MARTIN 808,93,12,VISTA FLORES,3377,3384,8,,
13,21449,1-481 MANUEL DE OLAZABAL,17 DE AGOSTO S/N-LOS CHACAYES,93A,12,EL MANZANO,3385,3385,1,,
13,21450,1-119 EJERCITO DE LOS ANDES,CDOR.PRODUCTIVO Y P.DE LOS ANDES,94,12,VILLA SECA,3386,3389,4,,
13,21451,1-230 FRANCISCO JAVIER MORALES,PASO DE LOS ANDES S/N,94A,12,LOS ARBOLES,3390,3390,1,,
13,21452,1-115 REPUBLICA ARGENTINA,LOS SAUCES S/N,95,12,LOS SAUCES,3391,3393,3,,
13,21453,1-434 PRESIDENTE YRIGOYEN,CALLE PUBLICA S/N,96,12,CAMPO LOS ANDES,3394,3395,2,,
13,21455,1-605 MATIAS ZAPIOLA,INDEPENDENCIA 274,97,13,BARRIO CARRASCO,3406,3414,9,,
13,21714,1-740 FLOR M.MARIN DE MAESTRI,PATRICIAS MENDOCINAS S/N,97,13,BARRIO CARRASCO,3396,3405,10,,
13,21456,1-350 MAESTRO DAGOBERTO VEGA,LOS BAÑOS S/N,97A,13,CAPIZ,3415,3415,1,,
13,21457,1-031 9 DE JULIO,SAN MARTIN 526,98,13,CHILECITO,3416,3420,5,,
13,21458,1-064 RIO NEGRO,MAESTRA RENEE S/N,98A,13,PAREDITAS,3421,3427,7,,
13,21459,1-147 ADOLFO TULA,SIXTO VIDELA 231,99,13,LA CONSULTA,3435,3443,9,,
13,21460,1-684 MAESTRO SATURNINO SOSA,CIRO GUIÑAZU 250 ESTE,99,13,LA CONSULTA,3428,3434,7,,
13,21461,P-057 SANTA ROSA DE LIMA,SIXTO VIDELA 336,99,13,LA CONSULTA,3444,3453,10,,
13,21740,P-205INST.ENSE.SEC.LA CONSULTA,E.QUIROGA 213,99,13,LA CONSULTA,3454,3457,4,,
13,21699,1-703 EMILIO MANSO,LAS HERAS S/N,99A,13,EUGENIO BUSTOS,3458,3463,6,,
13,21700,9-010 INST.SUP.R.VERA PEÑALOZA,RUTA 40 S/N,99A,13,EUGENIO BUSTOS,3464,3473,10,,
13,21464,1-027 JUAN PASCUAL PRINGLES,RUFINO ORTEGA 275,100,14,SANTA ROSA,3474,3483,10,,
13,21465,8-366 NTRA.SRA.DEL C.DE CUYO,RUTA PCIAL. 153-KM.87,100A,14,ÑACUÑAN,3484,3484,1,,
13,21466,1-651 MAESTRA MARIA SOTTILE,CALLE 1 - BO.MOLINA CABRERA,100B,14,BARRIO MOLINA CABRERA,3485,3486,2,,
13,21467,1-487 SANTA ROSA DE LIMA,RUTA PCIAL.50-KM 1010,100C,14,12 DE OCTUBRE,3487,3492,6,,
13,21469,1-188 ANGELINO ARENAS RAFFO,LAVALLE 382,101,14,LAS CATITAS,3500,3506,7,,
13,21468,1-489 LEANDRO DELLA SANTA,M.R.DE LOPEZ S/N-BO.LA COSTANERA,101,14,LAS CATITAS,3493,3499,7,,
13,21470,8-638 PEDRO DEL CASTILLO,RUTA PCIAL.153-KM.22,101A,14,LA CIENEGUITA,3507,3507,1,,
13,21471,1-068 VENTURA SEGURA,REMO FALCIANI 253,102,14,LA DORMIDA,3508,3512,5,,
13,21697,4-199 MARIA LUISA DEGNI,SAN JUAN 270,102,14,LA DORMIDA,3513,3517,5,,
13,21473,1-118 PRIMERA JUNTA,LAUREANO GALIGNIANA 1485,103,15,VILLA ANTIGUA,3525,3531,7,,
13,21698,1-526 FERROCARRILES ARGENTINOS,JUAN A.MAZA S/N-BO.T.GODOY CRUZ,103,15,VILLA ANTIGUA,3532,3538,7,,
13,21472,1-701 LADISLAO NAVARRO,20 DE JUNIO Y CONTROL,103,15,VILLA ANTIGUA,3518,3524,7,,
13,21474,1-181 JUANA DE J.A.DE QUIROGA,BARTOLOM MITRE S/N,104,15,VILLA ANTIGUA,3539,3541,3,,
13,21475,8-363 ESTANISLAO DEL CAMPO,RUTA PCIAL. 153-KM.105,105,15,ARROYITO,3542,3542,1,,
13,21476,8-417 RUBEN DARIO,RUTA NAC. 7-KM 866,106,15,DESAGUADERO,3543,3544,2,,
13,21478,1-025 25 DE MAYO,9 DE JULIO 40,107,16,CIUDAD IRIGOYEN NORTE,3582,3589,8,,
13,21479,1-207 MANUEL A. SAEZ,COMTE.SALAS 859-BO.SAN MARTIN,107,16,CIUDAD IRIGOYEN NORTE,3545,3553,9,,
13,21477,1-270 RODOLFO ISELIN,COMTE.SALAS Y ALSINA,107,16,CIUDAD IRIGOYEN NORTE,3554,3562,9,,
13,21481,1-329 OLEGARIO V. ANDRADE,DORREGO 324,107,16,CIUDAD IRIGOYEN NORTE,3573,3581,9,,
13,21683,4-221 VALENTIN A.BIANCHI,H.YRIGOYEN 473,107,16,CIUDAD IRIGOYEN NORTE,3590,3595,6,,
13,21480,P-029 COLEGIO DEL CARMEN,COMTE.SALAS 339,107,16,CIUDAD IRIGOYEN NORTE,3563,3572,10,,
13,21685,1-131 ANTONIO E.DIAZ,OLASCOAGA 780,107A,16,CIUDAD MITRE NORTE,3621,3629,9,,
13,21483,1-324 PEDRO JULIAN ORTIZ,OLASCOAGA 1380,107A,16,CIUDAD MITRE NORTE,3630,3637,8,,
13,21482,4-004 DOC.MERCEDES A.DE SEGURA,SAN MARTIN Y LUZURIAGA,107A,16,CIUDAD MITRE NORTE,3604,3611,8,,
13,21684,4-006 PASCUAL IACCARINI,TIRASSO 300,107A,16,CIUDAD MITRE NORTE,3612,3620,9,,
13,21484,4-127 CTRO.POLIVALENTE DE ARTE,MITRE 851,107A,16,CIUDAD MITRE NORTE,3596,3603,8,,
13,21490,1-080 JORGE LUIS BORGES,ORTIZ DE ROSAS Y SGTO. CABRAL,107B,16,CIUDAD MITRE SUR,3676,3683,8,,
13,21486,1-185 PROF.MANUEL J.ZAPATA,INDEPENDENCIA 747-BO.QUIROGA,107B,16,CIUDAD MITRE SUR,3668,3675,8,,
13,21487,1-315 ISAAC ESPINOLA,LA PAMPA Y MAZA-BO.PUEBLO DIAMANTE,107B,16,CIUDAD MITRE SUR,3695,3703,9,,
13,21488,1-325 GRAL.MANUEL C.SOTOMAYOR,ALBERDI Y ESPINOLA-BO.LIBERTAD,107B,16,CIUDAD MITRE SUR,3684,3694,11,,
13,21686,4-087 COL.NAC.MANUEL I. MOLINA,MAZA 37,107B,16,CIUDAD MITRE SUR,3649,3659,11,,
13,21570,4-129 ANA E.GUYOT DE CALZADA,CNEL. PLAZA 546,107B,16,CIUDAD MITRE SUR,3660,3667,8,,
13,21489,9-036 M.T.DE MARTIN DE BALCARCE,BARCALA 14,107B,16,CIUDAD MITRE SUR,3638,3648,11,,
13,21492,1-083 FAUSTINO PICALLO,SAN JUAN BOSCO Y FELIU-BO.LUGONES,107C,16,CIUDAD IRIGOYEN SUR,3739,3748,10,,
13,21491,1-291 JOSE VILLANUEVA,SAN JUAN BOSCO 180,107C,16,CIUDAD IRIGOYEN SUR,3760,3769,10,,
13,21493,1-567 REPUBLICA ARABE DE SIRIA,REP. DE SIRIA 683-BO.BELGRANO,107C,16,CIUDAD IRIGOYEN SUR,3722,3731,10,,
13,21496,1-619 LIB.GRAL.J.DE SAN MARTIN,RUFINO ORTEGA S/N-BO.UNIMEV,107C,16,CIUDAD IRIGOYEN SUR,3778,3787,10,,
13,21498,1-621 GRAL.JULIO A.ROCA,JOSE PAEZ 1555 - BO.UNIMEV,107C,16,CIUDAD IRIGOYEN SUR,3770,3777,8,,
13,21687,4-095 ISLAS MALVINAS,JUJUY 1435-BO.UNIMEV,107C,16,CIUDAD IRIGOYEN SUR,3788,3796,9,,
13,21495,4-117 EJERCITO DE LOS ANDES,ENTRE RIOS 775,107C,16,CIUDAD IRIGOYEN SUR,3704,3711,8,,
13,21497,P-028 COLEGIO SAN RAFAEL,AVELLANEDA 351,107C,16,CIUDAD IRIGOYEN SUR,3712,3721,10,,
13,21494,P-056 SAN ANTONIO DE PADUA,BALLOFET 586,107C,16,CIUDAD IRIGOYEN SUR,3732,3738,7,,
13,21629,P-222 PROYECTAR,AV.LIBERTADOR 730,107C,16,CIUDAD IRIGOYEN SUR,3749,3759,11,,
13,21499,1-101 COMTE.JOSE ANTONIO SALAS,BELGRANO 113,108,16,CUADRO NACIONAL,3803,3808,6,,
13,21501,1-401 REPúBLICA DE BOLIVIA,MITRE Y SARMIENTO-BO.SOL DE MAYO,108,16,CUADRO NACIONAL,3797,3802,6,,
13,21500,1-711 MAES.QUIROGA DE CALDERON,SAN MARTIN Y R.ORTEGA,108,16,CUADRO NACIONAL,3809,3813,5,,
13,21688,4-170 AGUAS DEL DIAMANTE,SANTA MARIA DE ORO SUR 450,108,16,CUADRO NACIONAL,3814,3820,7,,
13,21716,1-130 C.ZAPATA DE CORVALAN,TIRASSO 4215,109,16,EL CERRITO,3826,3828,3,,
13,21502,1-447 PEDRO JULIAN BOMBAL,ADOLFO CALLE 6400,109,16,EL CERRITO,3821,3825,5,,
13,21724,1-086 FEDERICO SUTER,SUTER 100,110,16,LAS PAREDES,3850,3856,7,,
13,21503,1-224 LOS ANDES,RUTA NAC. 143 Y JENSEN,110,16,LAS PAREDES,3829,3834,6,,
13,21504,1-475 AMADOR BURGOS,CIRCUNVALACIÓN S/N,110,16,LAS PAREDES,3835,3840,6,,
13,21630,4-063 LUIS F.LELOIR,JENSEN 50,110,16,LAS PAREDES,3841,3849,9,,
13,21505,1-081 COMODORO LUIS PY,LOS CAROLINOS S/N,111,16,RAMA CAIDA,3857,3861,5,,
13,21506,1-186 DR.JUAN BENJAMIN TERAN,EJRCITO DE LOS ANDES S/N,111,16,RAMA CAIDA,3862,3867,6,,
13,21689,1-302 RAFAEL M.CASTILLO,GUTIERREZ 6200,111,16,RAMA CAIDA,3868,3873,6,,
13,21509,1-202 MARTIN ZAPATA,RUTA NAC. 143,112,16,SALTO DE LAS ROSAS,3891,3897,7,,
13,21507,1-271 PEDRO GOYENA,SARMIENTO 351,112,16,SALTO DE LAS ROSAS,3874,3883,10,,
13,21508,1-343 FRANCISCO MIRANDA,SATURNINO CASTRO S/N,112,16,SALTO DE LAS ROSAS,3884,3890,7,,
13,21511,1-531 J.MARTIN DE PUEYRREDON,TUCUMÁN S/N,113,16,MONTE COMAN,3903,3907,5,,
13,21510,4-014 MAYOR JORGE O.GARCIA,SAN MARTIN Y MONTEVIDEO,113,16,MONTE COMAN,3898,3902,5,,
13,21513,1-138 SATURNINO DE LA RETA,TEODORO SCHESTAKOW Y BELTRAN,114,16,LA LLAVE,3910,3912,3,,
13,21512,1-226 SANTA CRUZ,RUTA PCIAL. 146 Y L. PAGOLA,114,16,LA LLAVE,3908,3909,2,,
13,21514,1-134 TRIUNVIRATO,JUSTO J.DE URQUIZA S/N,115,16,GOUDGE,3913,3916,4,,
13,33102,4-101 EL NEVADO,SARMIENTO S/N,115,16,GOUDGE,3917,3920,4,,
13,21515,1-013 ALFREDO R.BUFANO,RIVADAVIA E INDEPENDENCIA,116,16,25 DE MAYO,3921,3925,5,,
13,21516,1-082 PROVINCIA DEL CHACO,RUTA NAC. 144-KM.671,117,16,CUESTA DE LOS TERNEROS,3926,3929,4,,
13,21517,1-222 A.NIETO OJEDA DE POBLET,EL VENCEDOR S/N-BO.LA PLAZOLETA,117,16,CUESTA DE LOS TERNEROS,3934,3936,3,,
13,21718,4-102 ANTONIO BUTTINI,RUTA NAC. 144 KM 671,117,16,CUESTA DE LOS TERNEROS,3930,3933,4,,
13,21518,8-425 ING.AUGUSTO L. ROSSEL,GRAL.SAVIO 25-BO.AGUA Y ENERGIA,117A,16,EL NIHUIL,3937,3939,3,,
13,21519,1-187 EMILIO TURQUI,PONENTREHUA S/N,118,16,LAS MALVINAS,3940,3943,4,,
13,21520,1-267 FLORENTINO AMEGHINO,AV. DE MAYO S/N,119,16,PUNTA DEL AGUA,3944,3945,2,,
13,21521,1-321 BALBINO ARIZU,BALBINO ARIZU 250,120,16,VILLA ATUEL,3946,3950,5,,
13,21522,4-017 BERNARDINO IZUEL,25 DE MAYO Y SAN MARTIN,120,16,VILLA ATUEL,3951,3957,7,,
13,21523,1-117 JUAN DE DIOS CORREAS,CORDOBA 127,121,16,REAL DEL PADRE,3958,3965,8,,
13,21524,4-015 ESC.TEC.AGROP. S.HOSHI,CHACO Y LOS ANDES,121,16,REAL DEL PADRE,3966,3970,5,,
13,21525,1-399 TIERRA DEL FUEGO,SARMIENTO S/N,122,16,JAIME PRATS,3971,3973,3,,
13,21526,1-310 SOTERO ARIZU,RUTA PCIAL. 143,123,16,LA GUEVARINA,3974,3974,1,,
13,21527,8-597 PEDRO SCALABRINI,RUTA NAC. 40,124,16,EL SOSNEADO,3975,3976,2,,
13,21531,1-438 CAPITAN JOSE LEON LEMOS,COMTE.SALAS Y LLANCANELO-BO.R.ORTEGA,125,17,MALARGUE,4021,4030,10,,
13,21529,1-494 GENDARME ARGENTINO,JUAN A. MAZA 1660-BO.BASTIAS,125,17,MALARGUE,3987,3990,4,,
13,21528,1-599 TTE. GRAL. RUFINO ORTEGA,EMILIO CIVIT 234,125,17,MALARGUE,3977,3986,10,,
13,21530,1-618 GRAL.MANUEL N.SAVIO-PRIM,F.ALVAREZ Y BELTRAN-BO.PARQUE,125,17,MALARGUE,4010,4020,11,,
13,21571,1-718 PROF. N.BUSTOS DAVILA,DOMINGUEZ Y MAZA - BO.GUEMES,125,17,MALARGUE,4000,4009,10,,
13,21572,4-018 GRAL.MANUEL N.SAVIO-SECU,AV.SAN MARTIN Y CAPDEVILA-BO.CIVICO,125,17,MALARGUE,4031,4038,8,,
13,21719,4-138 ABORIGEN AMERICANO,BO. MUNICIPAL- VILLAGRA 950,125,17,MALARGUE,3991,3999,9,,
13,21532,8-589 CRISTO REDENTOR,RUTA PCIAL. 190,126,17,AGUA ESCONDIDA,4039,4040,2,,
13,21696,8-493 JOSE RIOS,RT.NACIONAL 40 VIEJA,127,17,EL MANZANO,4041,4041,1,,
13,21534,8-511 PEREGRINA CANTOS,RUTA NAC.40 SUR-BO.CENTRO CIVICO,127A,17,RIO GRANDE,4042,4044,3,,
13,21535,8-443 PROF.HECTOR ALFREDO CUBO,RUTA NAC. 40-KM.516,128,17,RIO BARRANCAS,4045,4045,1,,
13,21536,8-384 CARLOS RUSCONI,EL CORTADERAL S/N,129,17,LUANCO,4046,4046,1,,
13,21537,1-070 CAPITAL FEDERAL,GRAL.J.A.ROCA 385,130,18,GENERAL ALVEAR,4065,4073,9,,
13,21540,1-211 CARLOS MARIA DE ALVEAR,GRAL.J.A.ROCA 279,130,18,GENERAL ALVEAR,4047,4055,9,,
13,21542,1-492 D.EULIARTE DE SALONIA,ALBERDI 431-BO.SAN CARLOS,130,18,GENERAL ALVEAR,4101,4108,8,,
13,21725,1-687 PIONEROS ALVEARENCES,CHAPAUROUGE Y ENTRE RIOS,130,18,GENERAL ALVEAR,4094,4100,7,,
13,21573,1-727 RIOS MENDOCINOS,RIO MALARGUE Y RIO GRANDE-BO.IRRIGAC,130,18,GENERAL ALVEAR,4109,4116,8,,
13,21631,4-113 TEC.ING.J.R.BARRAQUERO,ING.LANGE 384,130,18,GENERAL ALVEAR,4084,4093,10,,
13,21538,4-144 12 DE AGOSTO,GRAL.J.A.ROCA 327,130,18,GENERAL ALVEAR,4056,4064,9,,
13,21539,P-030 SAN ANTONIO,ING.LANGE 375,130,18,GENERAL ALVEAR,4074,4083,10,,
13,21574,1-508 VALENTIN VISTUER GIL,SAN MARTIN Y JUAN D.PERON,131,18,BOWEN,4123,4126,4,,
13,21545,4-099 JOSE HERNANDEZ,MITRE Y ALVEAR,131,18,BOWEN,4127,4131,5,,
13,21544,4-105 TEC. ENORE DE MONTE,PROL.ARTAZA Y MALV.ARGENTINAS,131,18,BOWEN,4117,4122,6,,
13,21546,P-080 SAN CAYETANO,CENTENARIO 99 OESTE,131,18,BOWEN,4132,4136,5,,
13,21547,1-128 SEBASTIAN SAMPER,CALLES G Y 10,132,18,GENERAL ALVEAR,4137,4139,3,,
13,21575,1-140 MAESTRO LUIS R. PONCE,CALLE 7 Y F.HIDALGO,132,18,GENERAL ALVEAR,4140,4147,8,,
13,21576,1-102 ENTRE RIOS,LA MARZOLINA 242,133,18,LA MARZOLINA,4148,4149,2,,
13,21549,Z-041 ESCUELA DE AGRICULTURA,MARQUEZ DE AGUADO 210,133,18,LA MARZOLINA,4150,4151,2,,
13,21550,1-236 M.E. ARDUINO DE DEVOTO,SAN MARTIN S/N,134,18,CARMENSA,4152,4154,3,,
13,21551,1-504 PEDRO CHRISTOPHERSEN,9 DE JULIO S/N,134,18,CARMENSA,4155,4156,2,,
13,21552,8-647 WOLF SCHOLNIK,RUTA NAC. 143-KM.488,134A,18,COCHICO,4157,4157,1,,
13,21553,8-383 TTE. CNEL. MARCOS GRAÑA,RUTA NAC. 188,135,18,CANALEJAS,4158,4158,1,,
13,21554,8-332 JOSE MUSALE,CALLE PUBLICA S/N,136,18,CORRAL DE LORCA,4159,4159,1,,
14,255,ESC. NORMAL EEUU DEL BRASIL,BELGRANO 515,1,1,POSADAS,1,8,8,,
14,258,ESC.Nº 3 DOMINGO F SARMIENTO,SANTA FE 434,1,1,POSADAS,23,28,6,,
14,257,ESC.SUP.NRO 1 F DE AZARA,LA RIOJA 127,1,1,POSADAS,16,22,7,,
14,259,ESCUELA Nº110 HIPOLITO BOUCHAR,AV CORRIENTES 609,1,1,POSADAS,29,35,7,,
14,260,MADRE DE LA MISERICORDIA,TUCUMAN 77,1,1,POSADAS,36,40,5,,
14,256,SUPERIOR N 4 FRATERNIDAD,SALTA 578,1,1,POSADAS,9,15,7,,
14,1675,ESC N 43 REINO DE ESPAÑA,AYACUCHO 1215,2,1,POSADAS,86,90,8,,
14,265,ESC. J.M ESTRADA,ACUÑA ANGEL 498,2,1,POSADAS,73,79,7,,
14,267,ESC. JESUS NIÑO,ACEVEDO PADRE JOSE 4026,2,1,POSADAS,80,85,7,,
14,263,ESC.NRO 266,AV ARECO LUCAS BRAULIO 1298,2,1,POSADAS,59,65,7,,
14,262,ESC.NRO 645 EJERCITO ARGENTINO,AV URQUIZA 3949,2,1,POSADAS,53,58,6,,
14,264,ESC.NRO 813,24 2900,2,1,POSADAS,66,72,7,,
14,261,ESC.PRIMARIA SANTA CATALINA,AV L N ALEM 3270,2,1,POSADAS,41,52,12,,
14,271,BACHILLERATO HUMANISTA,AV CORRIENTES 2348,3,1,POSADAS,121,126,6,,
14,298,COLEGIO DEL CARMEN,AV SANTA CATALINA 2790,3,1,POSADAS,139,142,5,,
14,269,EPET N 1 UNESCO,AV LAVALLE 1947,3,1,POSADAS,101,110,10,,
14,270,ESC. NRO 219,AV TAMBOR DE TACUARI 4856,3,1,POSADAS,111,120,10,,
14,268,ESC. PARROQUIAL P GOYENA,GDOR BARREYRO HECTOR 3473,3,1,POSADAS,91,100,10,,
14,297,ESCUELA ESPECIAL Nº 10,AV LAS HERAS GREGORIO 2199,3,1,POSADAS,133,138,6,,
14,272,INST.MADRE DE LA MISERICORDIA,PASAJE JURAMENTO 2630,3,1,POSADAS,127,132,6,,
14,301,ESC. NRO 42 REP DEL PARAGUAY,CH 149 S/N,3A,1,POSADAS,143,151,9,,
14,341,ESC. NRO 730 TAMBOR DE TACUARI,CH 149 S/N,3A,1,POSADAS,187,194,9,,
14,339,ESC.PARROQUIAL SAN MIGUEL,AV TAMBOR DE TACUARI 5798,3A,1,POSADAS,178,186,9,,
14,346,ESCUELA PROVINCIAL Nº 721,CH 138 S/N,3A,1,POSADAS,195,201,8,,
14,302,INSTITUTO VERBO DIVINO,AV TAMBOR DE TACUARI 7842,3A,1,POSADAS,152,161,10,,
14,305,LABORAL POLIVALENTE N 8,AV TAMBOR DE TACUARI 7224,3A,1,POSADAS,162,169,8,,
14,308,SANTA MARIA DE LAS MISIONES,CH 150 S/N,3A,1,POSADAS,170,177,8,,
14,914,BACHIL. ACEL.ADULTOS Y COMUN EPET 34,MORCILLO PEDRO 3098,4,1,POSADAS,343,350,8,,
14,553,BACHIL. POLIV. NRO 17,AV CMTE ANDRESITO 6045,4,1,POSADAS,249,257,9,,
14,704,CENTRO EDUCATIVO POLIMODAL Nº1,AV AGUADO ALEJANDRO 3300,4,1,POSADAS,301,312,12,,
14,916,COLEGIO SAN ALBERTO MAGNO,FORMOSA 3098,4,1,POSADAS,351,356,6,,
14,933,ESC PROV Nº 835,AV SANTA CRUZ 6698,4,1,POSADAS,386,393,10,,
14,891,ESC. N 298 SALVADOR SIMSOLO,127 5414 - SAN GERARDO,4,1,POSADAS,329,335,7,,
14,925,ESC. N 717,86A 4698,4,1,POSADAS,367,372,6,,
14,927,ESC. N 783,SANTA ANA 5198,4,1,POSADAS,373,379,7,,
14,913,ESC. N 796 SANTA RITA,LUCHO PEREZ 4400,4,1,POSADAS,336,342,7,,
14,890,ESC. Nº 449 CNEL T.DE ROCAMORA,AV BLAS PARERA 3477,4,1,POSADAS,322,328,7,,
14,705,ESC. Nº 665 BATALLA DE TUCUMAN,CH 237 S/N - GUAZUPI,4,1,POSADAS,313,321,9,,
14,362,ESC.NRO 729 INT.LATINOAMERICA,CH 103 S/N,4,1,POSADAS,211,220,10,,
14,363,ESC.PROV.NRO 106 J F KENNEDY,AV LAVALLE 3324,4,1,POSADAS,221,228,8,,
14,557,ESCUELA N 250 J B CABRAL,LUCHESSI ADAN 2599,4,1,POSADAS,258,266,9,,
14,355,ESCUELA N 504 PRIMERA JUNTA,AV CMTE ROSALES 2355,4,1,POSADAS,202,210,9,,
14,535,ESCUELA N 53 BME MITRE,AV ZAPIOLA 3249,4,1,POSADAS,237,248,12,,
14,576,ESCUELA N 579 F A ARGENTINA,OBERA 3650,4,1,POSADAS,267,273,7,,
14,660,ESCUELA N 674,CH 32/33 S/N,4,1,POSADAS,274,281,8,,
14,929,INS. SANTA LUCIA N 458,AV SANTA CRUZ 3521,4,1,POSADAS,380,385,6,,
14,702,INSTITUTO ALTA GRACIA,AV SANTA CATALINA 4883,4,1,POSADAS,282,289,8,,
14,917,INSTITUTO JESUS DE NAZARETH,AV EVA PERON 3198,4,1,POSADAS,357,366,10,,
